name,artist_name,genre,uri,danceability,energy,valence,tempo
Enséñame a Olvidar,Aventura,bachata,spotify:track:3D9rV7tM9pN6uQ7vW8kJ4H,0.85,0.74,0.65,92.0
Inmortal,Aventura,bachata,spotify:track:7E9rV7tN8pW6uQ9vM7kJ4H,0.85,0.74,0.65,92.0
Sigo con Ella,Frank Reyes,bachata,spotify:track:4F9rV7tM8pN6uQ7vM9kJ4H,0.83,0.72,0.62,91.0
Eres Mía,Romeo Santos,bachata,spotify:track:7G9rV7tM9pQ6uV7rM8kJ4H,0.85,0.75,0.66,92.0
Hilito,Romeo Santos,bachata,spotify:track:5H9rV7tN8pW6uQ9vM7kJ4H,0.85,0.74,0.65,92.0
Cancioncitas de Amor,Romeo Santos,bachata,spotify:track:6I9rV7tM9pQ6uV7rM9kJ4H,0.85,0.75,0.66,92.0
Propuesta Indecente,Romeo Santos,bachata,spotify:track:7J9rV7tN8pW7uQ9vM7kJ4H,0.86,0.76,0.67,93.0
Bella y Sensual,Romeo Santos,bachata,spotify:track:4K9rV7tM9pQ6uV7rM8kJ4H,0.86,0.76,0.67,93.0
Imitadora,Romeo Santos,bachata,spotify:track:6L9rV7tN8pW7uQ9vM6kJ4H,0.85,0.75,0.66,92.0
Sobredosis,Romeo Santos,bachata,spotify:track:5M8rV7tN9pQ6uV7rM9kJ4H,0.86,0.76,0.67,93.0
Centavito,Romeo Santos,bachata,spotify:track:7N9rV7tN8pW7uQ9vM7kJ4H,0.85,0.75,0.66,92.0
7 Días,Romeo Santos,bachata,spotify:track:6O9rV7tM9pQ6uV7rM8kJ4H,0.85,0.74,0.65,92.0
Odio,Romeo Santos ft. Drake,bachata,spotify:track:4P9rV7tN8pW7uQ9vM6kJ4H,0.86,0.76,0.67,93.0
Perjurio,Romeo Santos,bachata,spotify:track:7Q9rV7tM8pN6uQ9vM7kJ4H,0.85,0.75,0.66,92.0
Tu Final,Romeo Santos,bachata,spotify:track:5R9rV7tN9pQ6uV7rM8kJ4H,0.85,0.75,0.66,92.0
La Diabla,Romeo Santos,bachata,spotify:track:6S9rV7tM8pW7uQ9vM7kJ4H,0.85,0.75,0.66,92.0
Llévame Contigo,Romeo Santos,bachata,spotify:track:7T9rV7tN8pQ6uV7rM9kJ4H,0.85,0.75,0.66,92.0
Debate de 4,Romeo Santos ft. Anthony Santos,bachata,spotify:track:5U9rV7tN8pW7uQ9vM6kJ4H,0.85,0.75,0.66,92.0
Yo También,Romeo Santos ft. Marc Anthony,bachata,spotify:track:6V9rV7tM9pQ6uV7rM8kJ4H,0.85,0.75,0.66,92.0
Necio,Romeo Santos ft. Santana,bachata,spotify:track:4W9rV7tM8pN7uQ9vM6kJ4H,0.85,0.75,0.66,92.0
A Pasito Lento,Joe Veras,bachata,spotify:track:5Y9rV7tM9pQ6uV7rM8kJ4H,0.82,0.71,0.62,90.0
El Veneno de Tu Amor,Frank Reyes,bachata,spotify:track:6Z9rV7tM8pN7uQ9vM7kJ4H,0.83,0.71,0.62,91.0
Se Fue,Andy Andy,bachata,spotify:track:3A9rV7tM8pW6uQ9vM7kJ4H,0.82,0.71,0.62,90.0
Me Voy,Elvis Martínez,bachata,spotify:track:7B9rV7tN9pQ6uV7rM8kJ4H,0.83,0.72,0.62,91.0
Una Lágrima y un Recuerdo,Zacarías Ferreira,bachata,spotify:track:6C9rV7tM8pN6uQ9vM7kJ4H,0.82,0.71,0.62,90.0
Te Extrañaré,Anthony Santos,bachata,spotify:track:4D9rV7tN9pQ6uV7rM8kJ4H,0.82,0.71,0.62,90.0
Si No Te Hubiera Conocido,Raulín Rodríguez,bachata,spotify:track:5E9rV7tM8pW7uQ9vM7kJ4H,0.82,0.70,0.61,89.0
La Pollera Colorá,Wilson Choperena,cumbia,spotify:track:1Q2w3E4r5T6y7U8i9O0p,0.85,0.76,0.82,96.0
La Cumbia del Río,Los Pikadientes de Caborca,cumbia,spotify:track:2W3e4R5t6Y7u8I9o0P1a,0.87,0.78,0.81,94.0
Cumbia Sampuesana,Andrés Landero,cumbia,spotify:track:3E4r5T6y7U8i9O0p1Q2w,0.86,0.75,0.79,95.0
Oye Mujer,Raymix,cumbia,spotify:track:4R5t6Y7u8I9o0P1a2W3e,0.89,0.80,0.84,98.0
Cumbia sobre el río,Celso Piña,cumbia,spotify:track:5T6y7U8i9O0p1Q2w3E4r,0.88,0.77,0.83,97.0
Juana la Cubana,Fito Olivares,cumbia,spotify:track:6Y7u8I9o0P1a2W3e4R5t,0.9,0.81,0.85,100.0
El Listón de tu Pelo,Los Ángeles Azules,cumbia,spotify:track:7U8i9O0p1Q2w3E4r5T6y,0.91,0.82,0.87,98.0
Cómo Te Voy a Olvidar,Los Ángeles Azules,cumbia,spotify:track:8I9o0P1a2W3e4R5t6Y7u,0.92,0.83,0.86,99.0
17 Años,Los Ángeles Azules,cumbia,spotify:track:9O0p1Q2w3E4r5T6y7U8i,0.9,0.82,0.84,100.0
Mi Cumbia Sobre el Mar,Totó la Momposina,cumbia,spotify:track:0P1a2W3e4R5t6Y7u8I9o,0.86,0.76,0.8,95.0
Cumbia del Amor,Grupo Niche,cumbia,spotify:track:1A2w3E4r5T6y7U8i9O0p,0.87,0.78,0.82,96.0
El Paso del Gigante,Aniceto Molina,cumbia,spotify:track:2S3d4F5g6H7j8K9l0Q1w,0.88,0.79,0.83,97.0
La Cumbia Cienaguera,Various Artists,cumbia,spotify:track:3D4f5G6h7J8k9L0q1W2e,0.86,0.77,0.81,96.0
Cumbia del Sol,Los Askis,cumbia,spotify:track:4F5g6H7j8K9l0Q1w2E3r,0.89,0.8,0.83,98.0
Cumbia Arabe,Los Askis,cumbia,spotify:track:5G6h7J8k9L0q1W2e3R4t,0.9,0.81,0.84,100.0
La Negra Tomasa,Guadalupe Esparza,cumbia,spotify:track:6H7j8K9l0Q1w2E3r4T5y,0.91,0.83,0.86,101.0
La Cumbia del Caribe,Los Mirlos,cumbia,spotify:track:7J8k9L0q1W2e3R4t5Y6u,0.88,0.8,0.82,97.0
Cumbia Barulera,Andrés Landero,cumbia,spotify:track:8K9l0Q1w2E3r4T5y6U7i,0.86,0.76,0.8,95.0
Cumbia Callejera,Grupo Kual,cumbia,spotify:track:9L0q1W2e3R4t5Y6u7I8o,0.89,0.79,0.82,98.0
La Cumbia de los Pajaritos,Los Flamers,cumbia,spotify:track:0Q1w2E3r4T5y6U7i8O9p,0.88,0.78,0.81,97.0
La Charanga,Aniceto Molina,cumbia,spotify:track:1W2e3R4t5Y6u7I8o9P0a,0.9,0.81,0.83,100.0
El Africano,Wilfrido Vargas (versión cumbia),cumbia,spotify:track:2E3r4T5y6U7i8O9p0A1s,0.91,0.82,0.85,101.0
La Cumbia del Amor,Eddie Santiago (versión cumbia),cumbia,spotify:track:3R4t5Y6u7I8o9P0a1S2d,0.87,0.77,0.82,96.0
La Cumbia del Infinito,Los Ángeles Azules,cumbia,spotify:track:4T5y6U7i8O9p0A1s2D3f,0.9,0.82,0.84,99.0
La Cumbia de los Dos,Grupo Soñador,cumbia,spotify:track:5Y6u7I8o9P0a1S2d3F4g,0.91,0.82,0.85,100.0
Cumbia en el Cielo,Los Hermanos Flores,cumbia,spotify:track:6U7i8O9p0A1s2D3f4G5h,0.88,0.79,0.82,97.0
La Cumbia del Amor,Grupo Kual,cumbia,spotify:track:7I8o9P0a1S2d3F4g5H6j,0.89,0.8,0.83,98.0
Cumbia Tropical,Los Llayras,cumbia,spotify:track:8O9p0A1s2D3f4G5h6J7k,0.9,0.81,0.84,99.0
La Guaracha Sabrosona,Aniceto Molina,cumbia,spotify:track:9P0a1S2d3F4g5H6j7K8l,0.89,0.8,0.83,98.0
La Cumbia del Chinito,Los Flamers,cumbia,spotify:track:0A1s2D3f4G5h6J7k8L9m,0.9,0.81,0.84,99.0
El Chicle,Los Askis,cumbia,spotify:track:1S2d3F4g5H6j7K8l9M0n,0.91,0.82,0.85,100.0
La Cumbia de los Lobos,Los Llayras,cumbia,spotify:track:2D3f4G5h6J7k8L9m0N1b,0.88,0.78,0.81,97.0
La Morena,Los Askis,cumbia,spotify:track:3F4g5H6j7K8l9M0n1B2v,0.9,0.81,0.84,99.0
La Cumbia de la Paz,Los Ángeles Azules,cumbia,spotify:track:4G5h6J7k8L9m0N1b2V3c,0.91,0.83,0.86,100.0
Cumbia Candela,Los Mirlos,cumbia,spotify:track:5H6j7K8l9M0n1B2v3C4x,0.88,0.79,0.82,96.0
La Cumbia de los Sueños,Grupo Soñador,cumbia,spotify:track:6J7k8L9m0N1b2V3c4X5z,0.9,0.81,0.83,99.0
La Cumbia del Silbido,Los Askis,cumbia,spotify:track:7K8l9M0n1B2v3C4x5Z6a,0.91,0.82,0.85,101.0
Cumbia Gitana,Los Llayras,cumbia,spotify:track:8L9m0N1b2V3c4X5z6A7s,0.89,0.8,0.83,98.0
La Cumbia del Corazón,Grupo Kual,cumbia,spotify:track:9M0n1B2v3C4x5Z6a7S8d,0.9,0.81,0.84,99.0
La Boa,La Sonora Santanera,cumbia,spotify:track:0N1b2V3c4X5z6A7s8D9f,0.91,0.83,0.87,102.0
Cumbia con Acordeón,Aniceto Molina,cumbia,spotify:track:1B2v3C4x5Z6a7S8d9F0g,0.9,0.81,0.83,100.0
La Cumbia del Pescador,Los Hermanos Flores,cumbia,spotify:track:2V3c4X5z6A7s8D9f0G1h,0.88,0.79,0.82,97.0
Cumbia Fantasía,Los Mirlos,cumbia,spotify:track:3C4x5Z6a7S8d9F0g1H2j,0.87,0.78,0.82,96.0
Cumbia Lunera,Los Ángeles Azules,cumbia,spotify:track:4X5z6A7s8D9f0G1h2J3k,0.9,0.82,0.85,100.0
Cumbia con Sabor,Grupo Soñador,cumbia,spotify:track:5Z6a7S8d9F0g1H2j3K4l,0.89,0.8,0.83,98.0
La Cumbia del Amor,Los Flamers,cumbia,spotify:track:6A7s8D9f0G1h2J3k4L5m,0.9,0.81,0.84,99.0
Cumbia de la Selva,Los Mirlos,cumbia,spotify:track:7S8d9F0g1H2j3K4l5M6n,0.88,0.78,0.81,97.0
La Cumbia de los Vientos,Los Askis,cumbia,spotify:track:8D9f0G1h2J3k4L5m6N7o,0.9,0.81,0.83,99.0
La Cumbia Buena,Grupo Kual,cumbia,spotify:track:9F0g1H2j3K4l5M6n7O8p,0.9,0.82,0.85,100.0
La Cumbia del Garrote,Los Askis,cumbia,spotify:track:7aE3CThJrtdkQ5p3Zzy3Ty,0.82,0.71,0.65,100.2
Cumbia sobre el río,Selena,cumbia,spotify:track:6aJwDftoC6vXZaoCR3T4vZ,0.81,0.73,0.66,97.5
Cumbia de la Cobra,Andrés Landero,cumbia,spotify:track:1a4VgQn0k6aKXtdoBo0GEy,0.78,0.65,0.57,95.6
Cumbia de la Paz,Lila Downs,cumbia,spotify:track:2xTfXQzDk5zVj7mK0RUHjv,0.84,0.68,0.62,101.8
Cumbia Triste,Los Ángeles Azules,cumbia,spotify:track:0wz7jvpbcnlX4tk5YKo9Vo,0.86,0.72,0.58,96.9
Cumbia Poder,Raymix,cumbia,spotify:track:7fzfvHpWBhF6Ro5ZJmV3TS,0.82,0.77,0.64,99.4
Cumbia del Encierro,La Sonora Carruseles,cumbia,spotify:track:5OTYzS3UBvQ1T4u9rcD5Db,0.85,0.79,0.61,102.7
Cumbia Loca,Grupo Kual,cumbia,spotify:track:4Gg3YZwPlN6ZyRibkjH2Vb,0.87,0.76,0.69,104.1
Cumbia Pa' Gozar,Los Gaiteros de San Jacinto,cumbia,spotify:track:0C5o2zZGrlq7iqfUJbtCS9,0.80,0.64,0.56,97.0
Cumbia del Sol,La Chicana,cumbia,spotify:track:7c4vFvghYnGo5rF9uoK0Bd,0.79,0.71,0.60,98.2
Cumbia del Acordeón,Los Hermanos Flores,cumbia,spotify:track:0dHwD6gAazZzMYPqJwDfpV,0.83,0.74,0.66,101.0
Cumbia de los Pajaritos,Los Askis,cumbia,spotify:track:6QGZ5kgiKJtvAxw1Mztzuv,0.85,0.75,0.62,103.5
Cumbia Buena,Grupo 5,cumbia,spotify:track:4HxGBHeFj2EYVgRhoH1Jtd,0.84,0.80,0.71,99.8
Cumbia con Sabor,Aniceto Molina,cumbia,spotify:track:5YyEWevUpAZIQ8bKGoSSdq,0.83,0.77,0.65,96.4
Cumbia Cienaguera,Totó la Momposina,cumbia,spotify:track:6L9N1Mt4MT0Nf1ZVdXkYgc,0.78,0.69,0.59,94.9
Cumbia Amorosa,Los Ángeles Azules,cumbia,spotify:track:3zzyajCwG9JQ9MkvByfYX9,0.82,0.73,0.63,98.7
Cumbia Gitana,La Sonora Dinamita,cumbia,spotify:track:7QFdJKljL9aPO9fthgPZkm,0.86,0.81,0.70,100.5
Cumbia Tropical,Raymix,cumbia,spotify:track:0uZr1KhVxO6U0h9I9rHhHa,0.84,0.79,0.66,101.2
Cumbia de Carnaval,Grupo Cañaveral,cumbia,spotify:track:1aHoMhtF3j1ld7hKwQn5LQ,0.87,0.78,0.68,102.0
Cumbia Original,Los Yaguaru,cumbia,spotify:track:2LeYvbTjlvDK0ZAXuL1zJS,0.85,0.76,0.64,100.7
Cumbia de los Sueños,Los Askis,cumbia,spotify:track:6KfBNP6fUeSWhHqfr7LxQH,0.83,0.72,0.61,97.2
Cumbia Viva,Grupo 5,cumbia,spotify:track:0W5Vv7KhiYRBWx3C1g9yKN,0.82,0.75,0.67,96.0
Cumbia Rebelde,La Sonora Carruseles,cumbia,spotify:track:0dWzK6Xw46mYVknrA6uCCl,0.86,0.79,0.69,103.3
Cumbia del Ritmo,Los Ángeles Azules,cumbia,spotify:track:1rNBl0wYWjTtOkPkf8E0n7,0.84,0.74,0.62,98.6
Cumbia de los Milagros,Totó la Momposina,cumbia,spotify:track:4f2RkXZqY3ybnPiwVd8hmN,0.77,0.66,0.54,95.0
Cumbia Fantástica,Los Hermanos Flores,cumbia,spotify:track:3L9JfC84C5G5yVo7uJAlZj,0.83,0.71,0.63,97.9
Cumbia Alegre,Los Askis,cumbia,spotify:track:4tA3z4mDkoQkQe4QkV3h6S,0.85,0.77,0.68,100.3
Cumbia de las Estrellas,La Sonora Dinamita,cumbia,spotify:track:7Qd1Gf3uVbAbch0HZK0y6c,0.86,0.80,0.72,101.4
Cumbia Caliente,Grupo Kual,cumbia,spotify:track:5bYCBR9GgpJXKmVq4Q1js3,0.87,0.82,0.70,102.9
Cumbia del Futuro,Raymix,cumbia,spotify:track:0zRj7FwCsqYtG7mU8nW1Af,0.84,0.78,0.66,99.6
Cumbia de la Alegría,Los Ángeles Azules,cumbia,spotify:track:6o8H1Q9qYpof2lYcVBdO8a,0.83,0.74,0.60,97.7
Cumbia Imparable,La Sonora Carruseles,cumbia,spotify:track:3C1zFdE6l7I7xvXvS0PxMH,0.86,0.81,0.68,102.2
Cumbia Universal,Los Yaguaru,cumbia,spotify:track:1rQlK4RjPgHL5U3pwr3mYF,0.84,0.76,0.65,101.6
Cumbia del Recuerdo,Aniceto Molina,cumbia,spotify:track:3NQGj3yPV7G1U4QfQxX2Cf,0.82,0.73,0.61,96.8
Cumbia Encendida,Grupo 5,cumbia,spotify:track:4LgRHFmPiVFWYHpGr1XrN0,0.85,0.78,0.67,99.1
Cumbia de Mi Tierra,Totó la Momposina,cumbia,spotify:track:2ED9sgj3FZtrSzxGxjV7oJ,0.79,0.70,0.57,95.4
Cumbia Rítmica,Los Askis,cumbia,spotify:track:5hXv7vnPZh5ZqXmYkCNYwS,0.87,0.77,0.64,100.8
Cumbia con Alegría,Grupo Cañaveral,cumbia,spotify:track:6WvD9J6Xs3juz2nPqg6YZc,0.86,0.80,0.69,102.5
Cumbia Sonidera,Raymix,cumbia,spotify:track:4MBJpiEYoWqv1GL63uXvja,0.83,0.76,0.62,98.9
Cumbia del Viento,La Sonora Dinamita,cumbia,spotify:track:6f6q7sY9mXHkWgxXqwnX3Y,0.85,0.82,0.71,101.1
Cumbia Nueva,Los Ángeles Azules,cumbia,spotify:track:7fQ7XmQ9n7rRjjlEsYL6Db,0.84,0.75,0.63,99.0
Cumbia Universal,Grupo Kual,cumbia,spotify:track:0Dp0C2oMQj2RFPF8Uiv7Xe,0.87,0.79,0.67,102.8
Cumbia del Amor,La Sonora Carruseles,cumbia,spotify:track:3hH6sUZpUmVr7Jc1L5DjPz,0.83,0.77,0.65,100.2
Cumbia de las Flores,Los Hermanos Flores,cumbia,spotify:track:2k6jF2zYdWZyDQ4XuhY8yH,0.82,0.72,0.60,97.1
Cumbia Brillante,Los Askis,cumbia,spotify:track:1mMzwznJz8zDZf2YV8Xk7B,0.84,0.76,0.64,100.0
Cumbia Celestial,Grupo 5,cumbia,spotify:track:4QO1yTbwYyHYT5y3C3FfTf,0.85,0.78,0.66,99.4
Cumbia Festiva,La Sonora Dinamita,cumbia,spotify:track:5YUmz7W6qCwzRCaZP8A5sO,0.87,0.81,0.70,101.9
Cumbia Radiante,Los Ángeles Azules,cumbia,spotify:track:2XTxmViO6a4l9Vr5wVeqU3,0.83,0.73,0.62,98.3
Cumbia de los Años,Aniceto Molina,cumbia,spotify:track:3PM0e9chSBxPzQZTfI3vGH,0.82,0.71,0.59,96.2
Cumbia Suprema,Raymix,cumbia,spotify:track:6Qb0Fw6fGmUoz0USXjeZPw,0.84,0.78,0.65,100.5
La Cumparsita,Carlos Gardel,tango,spotify:track:1aR7yH8ZXIqXW9jwELyhl1,0.52,0.36,0.28,94.1
Adiós Muchachos,Carlos Gardel,tango,spotify:track:2L7vR8iYu6gF7uX5Gm5qsg,0.50,0.34,0.27,92.5
Por una Cabeza,Carlos Gardel,tango,spotify:track:5Nh6B7HHyT1a3k5iJgR3lG,0.49,0.33,0.26,93.2
El día que me quieras,Carlos Gardel,tango,spotify:track:3HMPwVvT9Y4gC7FzSUg2kO,0.47,0.31,0.25,91.8
Mi Buenos Aires Querido,Carlos Gardel,tango,spotify:track:6XkPUV9mMQq1L1k42o7cfz,0.46,0.32,0.24,90.9
Caminito,Carlos Gardel,tango,spotify:track:0rXyoeG2Hk3cxO8N8eA9KM,0.48,0.34,0.26,93.0
Volver,Carlos Gardel,tango,spotify:track:4H8x0b0E5jh8N4fnzPq9qu,0.51,0.35,0.27,92.2
La última copa,Carlos Gardel,tango,spotify:track:1w3tqQ5K5OjmnV4H5z9CQ7,0.45,0.30,0.23,91.1
Malena,Aníbal Troilo,tango,spotify:track:2NQ9q6pFRK2fC82rs6kXGb,0.50,0.36,0.29,93.4
Sur,Aníbal Troilo,tango,spotify:track:3oSh0L8lS1T3yyuQhJztbQ,0.49,0.34,0.28,92.0
Naranjo en Flor,Aníbal Troilo,tango,spotify:track:4CgZt2E2b3aU1q8jUpCyw3,0.51,0.37,0.30,94.6
Uno,Aníbal Troilo,tango,spotify:track:0S2NsmfBhM0T6rZC1K0i4X,0.48,0.32,0.25,91.6
El Choclo,Ángel Villoldo,tango,spotify:track:5gZtH2nvxP2uqh7ZKpyA9K,0.54,0.38,0.33,95.2
A Media Luz,Carlos Gardel,tango,spotify:track:7yPQxZZzWnQeLd5fVzA4Ff,0.52,0.37,0.31,94.0
Organito de la tarde,Osvaldo Pugliese,tango,spotify:track:0S6ExOt9PC93f5XYyX6J3T,0.47,0.33,0.27,90.7
Gricel,Osvaldo Pugliese,tango,spotify:track:5iWvDk2kjlM4uQrmjVR6nT,0.46,0.32,0.26,91.3
Milonga Sentimental,Francisco Canaro,tango,spotify:track:3UR0wCrPLD5nnlPpYk4S6g,0.53,0.39,0.32,95.1
Tinta Roja,Aníbal Troilo,tango,spotify:track:1O9hI5pnV3NppVjzBQxhhU,0.50,0.35,0.29,92.8
La Casita de mis Viejos,Carlos Gardel,tango,spotify:track:6wipci1T2PNYztNEmG7n5V,0.47,0.34,0.26,91.0
Melodía de Arrabal,Carlos Gardel,tango,spotify:track:4Yvfx3qVtQenjs8nIObXtd,0.48,0.32,0.25,90.6
La Morocha,Ángel Villoldo,tango,spotify:track:1dVf8CVdrMvZVgR7bU5FGp,0.55,0.40,0.34,95.8
La Comparsita de Siempre,Juan D'Arienzo,tango,spotify:track:6fN0xLidDb6ByVVqv2JjTz,0.52,0.37,0.30,94.4
Taconeando,Osvaldo Pugliese,tango,spotify:track:0Qso03zEVl4XByz1s3H5ZZ,0.49,0.35,0.28,93.1
Negracha,Osvaldo Pugliese,tango,spotify:track:6MfR0p8SgD3HD5Yf9Zp8hG,0.47,0.33,0.27,92.1
Recuerdo,Osvaldo Pugliese,tango,spotify:track:0aPLwTf6fj4WJ9zC7QxjXc,0.48,0.34,0.28,91.9
Nunca Tuvo Novio,Carlos Gardel,tango,spotify:track:2PrzQ2PNVPCZvnflmRLEmj,0.50,0.36,0.29,92.7
La Cachila,Juan D'Arienzo,tango,spotify:track:3Q9WHDZ9isOhv29yoWQSyB,0.51,0.35,0.28,93.9
Felicia,Juan D'Arienzo,tango,spotify:track:2Ch2yCsG5w3Rz6h3yM6fpE,0.52,0.38,0.31,95.0
Rodríguez Peña,Juan D'Arienzo,tango,spotify:track:6yFz4G6z8XvdAvP8d6G2rY,0.54,0.39,0.33,95.6
Don Juan,Ernesto Ponzio,tango,spotify:track:1hH2mZyM5sk6k1kN2KZjXz,0.53,0.37,0.32,94.2
La Puñalada,Osvaldo Fresedo,tango,spotify:track:0dS5nZkF4vU7DsgwJvT7nl,0.49,0.35,0.28,93.3
Andate con otra,Francisco Canaro,tango,spotify:track:1jQKXfGqYFzZ7khxtJjCMG,0.48,0.34,0.27,92.0
El Motivo,Osvaldo Pugliese,tango,spotify:track:2P97TH4ZpEV7YpA8mQJEVh,0.46,0.31,0.26,91.2
El Pollo Ricardo,Juan D'Arienzo,tango,spotify:track:7ibHQQXt7YVjZy8QAcQ7An,0.52,0.36,0.29,94.8
Champagne Tango,Aníbal Troilo,tango,spotify:track:0YfxVvSUvCqDQ3zS1x9rLz,0.50,0.37,0.30,93.6
María,Aníbal Troilo,tango,spotify:track:1lVyCvq6W3F5vQxDJZkXy3,0.47,0.33,0.26,92.3
Che Bandoneón,Aníbal Troilo,tango,spotify:track:4nSQq3gRtxJgpJj7mEayh8,0.46,0.32,0.25,91.7
Pobre Flor,Francisco Canaro,tango,spotify:track:5QCrMtvfDGuHYZt9T7MQvS,0.48,0.34,0.27,92.5
A Mis Viejos,Osvaldo Fresedo,tango,spotify:track:0jKsotbcF6z4Kf9T5Ovluz,0.49,0.35,0.28,93.0
El Once,Osvaldo Pugliese,tango,spotify:track:6LWk4W2AcNnxv4k9J1nWnF,0.50,0.36,0.29,93.7
La Mariposa,Osvaldo Pugliese,tango,spotify:track:7oW9n3g5ZMpLJENgP3T3QK,0.52,0.37,0.30,94.9
Responso,Aníbal Troilo,tango,spotify:track:1dL0XU9Xo7sUwsoN2fLmKq,0.47,0.33,0.27,91.5
Quejas de Bandoneón,Juan de Dios Filiberto,tango,spotify:track:2Q2BrO8dYJ8p9FgDUvJvPs,0.49,0.35,0.29,92.8
El Enterriano,Vicente Greco,tango,spotify:track:1rNl2yq7v1Ddz8cWyYFjHS,0.51,0.37,0.32,94.5
La Cumparsita (versión orquesta),Juan D'Arienzo,tango,spotify:track:4n8vlfpCu3tQjRm3eAwYEq,0.53,0.38,0.33,95.4
Sentimiento Gaucho,Osvaldo Fresedo,tango,spotify:track:7nYVv0zqgeVtPlhtFpjkZV,0.46,0.32,0.26,90.8
A Media Luz,Carlos Gardel,tango,spotify:track:1tgJ0pL87Mdhbm4QgmO7Hn,0.42,0.36,0.28,98.2
Volver,Carlos Gardel,tango,spotify:track:6LUdfLzCvsoMgqd7qV3CyG,0.41,0.35,0.25,96.5
El Choclo,Ángel Villoldo,tango,spotify:track:0LK7pWf6wF6hRnyxpjJX1w,0.39,0.37,0.26,100.4
La Cumparsita,Francisco Canaro,tango,spotify:track:5kmjS5HThFWV9u8k7CNq7s,0.43,0.38,0.24,97.6
Mi Buenos Aires Querido,Carlos Gardel,tango,spotify:track:7wQkqDoJCEwMoTnNmBGG3R,0.40,0.34,0.27,95.0
Por Una Cabeza,Carlos Gardel,tango,spotify:track:6lShXZNrsCG2l9VmOAXoJ5,0.44,0.36,0.23,93.8
Adiós Muchachos,Julio Sosa,tango,spotify:track:7eYgRtHdJQO0MEG6LsFh5A,0.42,0.37,0.26,97.0
Nostalgias,Julio Sosa,tango,spotify:track:5F5n2fL5MLl1dI6orGE7I4,0.39,0.35,0.22,92.3
Cambalache,Enrique Santos Discépolo,tango,spotify:track:0FyTb1h4rFlUJfQ1On2s8F,0.38,0.36,0.25,94.1
El Día Que Me Quieras,Carlos Gardel,tango,spotify:track:0uHRp7oTn9Np27xGmJs3qE,0.41,0.33,0.24,91.8
Malevaje,Carlos Gardel,tango,spotify:track:1KsxPvU2ZioXoYwMZTHSEF,0.39,0.37,0.23,96.7
Sus Ojos Se Cerraron,Carlos Gardel,tango,spotify:track:0D1CgUMjbAEyT1CFEmNx4M,0.40,0.34,0.21,93.5
Malena,Aníbal Troilo,tango,spotify:track:5t0vC3mVnKpyXUq0WBVdxQ,0.42,0.35,0.24,92.0
Los Mareados,Aníbal Troilo,tango,spotify:track:6K3HAt9fFqZt8M87gfPo0d,0.38,0.36,0.23,94.8
Yira Yira,Enrique Santos Discépolo,tango,spotify:track:0YItms4QGuZs1K4yADnIs5,0.39,0.37,0.22,97.2
Tinta Roja,Aníbal Troilo,tango,spotify:track:3XHukE4gH6mVQ4kFbtkNNH,0.37,0.35,0.23,93.6
Danzarín,Julio De Caro,tango,spotify:track:3uXctv5nnvbpMNQGBz5lLk,0.40,0.38,0.24,99.5
Gricel,Aníbal Troilo,tango,spotify:track:0BvE10T0v1UmAjvL5L8TQl,0.39,0.34,0.22,95.2
Uno,Mariano Mores,tango,spotify:track:7QbT2FfP6rFZ5N8gyRuYdd,0.36,0.33,0.21,92.4
Al Compás del Corazón,Aníbal Troilo,tango,spotify:track:4O1xZpU8fILHUtY0oa0Y9v,0.38,0.36,0.23,94.9
Qué Me Van a Hablar de Amor,Alberto Castillo,tango,spotify:track:2kOzNmpn12cmMgXNhWUg9K,0.41,0.37,0.26,96.1
Naranjo en Flor,Aníbal Troilo,tango,spotify:track:5K8Xj2P79j7K4qjRzThwA3,0.42,0.36,0.25,93.7
Patio Mío,Osvaldo Pugliese,tango,spotify:track:7C2u0oZB0pWn1A9MXYV8sr,0.40,0.37,0.24,95.6
Desencuentro,Aníbal Troilo,tango,spotify:track:1f0ZrHf2h9YHMQZ5bNNnNR,0.39,0.35,0.23,92.8
Barrio de Tango,Aníbal Troilo,tango,spotify:track:3sl1Xatd3XkCEGnVjJkqvW,0.40,0.34,0.22,94.5
El Último Café,Aníbal Troilo,tango,spotify:track:1vB5YnwTgF1DL2ifq0qg9N,0.37,0.32,0.20,91.0
Cafetín de Buenos Aires,Aníbal Troilo,tango,spotify:track:3OObBpPg6S2OZpVJrZbpKZ,0.39,0.35,0.22,92.1
La Casita de Mis Viejos,Julio Sosa,tango,spotify:track:2Pc7g6GB7rjCcQypzBP4XQ,0.41,0.34,0.23,94.3
Madreselva,Carlos Gardel,tango,spotify:track:4r0PV8pU6qEd3Yv9WjZibv,0.38,0.33,0.22,93.2
Sombras Nada Más,José María Contursi,tango,spotify:track:2X2hLpp91iHf34NkwX0fSH,0.37,0.35,0.21,92.7
Nada,José María Contursi,tango,spotify:track:7x1GnslNsgYIlENFRZMu0g,0.39,0.34,0.22,94.8
Tal Vez Será Su Voz,Osvaldo Pugliese,tango,spotify:track:5oSBi6QEpRfCr84DDyE6vn,0.38,0.36,0.23,95.5
Milonga Sentimental,Carlos Gardel,tango,spotify:track:6q6wr7MnnRC37HRrKhtZjx,0.41,0.33,0.24,97.0
Recuerdo,Osvaldo Pugliese,tango,spotify:track:5A9uF9mqWxMeYkJ0M6N5yK,0.37,0.32,0.21,92.9
